@relation text_lineSpamDetection

@attribute fn_CharCount numeric

@attribute fn_CurrencySymbol_count numeric

@attribute fn_NumStr_count numeric

@attribute fn_TermFreq numeric

@attribute class {spam, ham}

@Data
51,0,1,1,ham
31,0,0,1,ham
56,0,0,1,ham
69,0,1,1,ham
64,0,0,1,ham
93,0,0,2,ham
65,0,0,1,ham
85,0,0,2,ham
31,0,0,1,ham
62,0,0,2,ham
126,0,1,1,ham
54,0,1,1,ham
125,0,0,2,ham
87,0,1,2,ham
63,0,0,1,ham
64,0,0,1,ham
104,0,0,1,ham
160,0,8,4,ham
100,0,0,3,ham
33,0,0,1,ham
59,0,0,1,ham
50,0,0,1,ham
99,0,1,2,ham
130,0,3,2,ham
112,0,1,2,ham
165,0,0,2,ham
144,0,1,3,ham
74,0,0,1,ham
146,0,0,3,ham
41,0,0,1,ham
39,0,0,1,ham
85,0,0,1,ham
127,0,2,2,ham
148,0,0,2,ham
82,0,0,1,ham
153,0,0,1,ham
37,0,0,1,ham
61,0,2,1,ham
46,0,1,1,ham
32,0,1,1,ham
117,0,0,2,ham
102,0,0,1,ham
49,0,1,1,ham
124,0,1,2,ham
38,0,0,1,ham
139,0,0,1,ham
115,0,0,2,ham
107,0,0,1,ham
108,0,1,1,ham
148,0,0,2,ham
128,0,1,2,ham
111,0,1,1,ham
47,0,0,1,ham
59,0,1,1,ham
67,0,0,1,ham
64,0,0,2,ham
47,0,0,1,ham
120,0,1,2,ham
64,0,0,1,ham
38,0,0,2,ham
49,0,0,1,ham
94,3,5,3,ham
83,2,3,1,ham
64,0,0,1,ham
73,0,0,3,ham
106,0,0,2,ham
59,0,0,1,ham
107,0,0,2,ham
86,0,0,2,ham
44,0,0,1,ham
76,0,0,2,ham
118,0,0,1,ham
95,0,0,2,ham
53,0,2,1,ham
147,0,0,1,ham
136,0,0,2,ham
87,0,0,2,ham
70,0,1,2,ham
75,2,5,1,ham
113,0,0,3,ham
74,0,3,1,ham
74,0,0,2,ham
80,0,0,2,ham
48,0,0,1,ham
23,0,0,1,ham
49,0,0,1,ham
43,0,0,1,ham
37,0,0,1,ham
115,0,0,2,ham
126,0,0,2,ham
21,0,0,1,ham
37,0,0,1,ham
39,0,0,1,ham
70,0,0,1,ham
67,0,0,1,ham
72,0,0,1,ham
119,0,0,2,ham
33,0,0,1,ham
69,0,0,1,ham
53,0,0,1,ham
66,0,0,1,ham
93,0,0,2,ham
133,0,1,1,ham
89,0,0,1,ham
58,0,0,1,ham
53,0,1,1,ham
72,0,0,2,ham
75,0,0,2,ham
101,0,0,1,ham
63,0,0,1,ham
15,0,0,1,ham
38,0,1,1,ham
29,0,0,1,ham
26,0,0,1,ham
87,0,0,2,ham
27,0,0,1,ham
32,0,0,1,ham
49,0,0,1,ham
20,0,0,1,ham
24,0,0,1,ham
39,0,0,1,ham
32,0,1,1,ham
57,0,1,1,ham
70,0,0,2,ham
21,0,0,1,ham
47,0,0,2,ham
85,0,0,3,ham
87,0,0,2,ham
18,0,0,1,ham
59,0,0,1,ham
87,0,0,1,ham
8,0,1,1,ham
30,0,0,1,ham
12,0,0,1,ham
27,0,0,1,ham
10,0,0,1,ham
67,0,0,2,ham
89,0,0,2,ham
58,0,0,1,ham
87,0,1,2,ham
15,0,0,1,ham
36,0,1,1,ham
40,0,0,1,ham
10,0,0,1,ham
80,0,0,1,ham
29,0,0,1,ham
22,0,0,1,ham
34,0,0,1,ham
48,0,0,2,ham
51,0,0,1,ham
50,0,0,1,ham
24,0,0,1,ham
58,0,0,1,ham
50,0,0,1,ham
70,0,1,1,ham
33,0,0,1,ham
42,0,0,1,ham
16,0,0,1,ham
21,0,0,1,ham
21,0,0,1,ham
66,0,0,1,ham
34,0,0,1,ham
92,0,1,2,ham
88,0,0,2,ham
165,0,0,2,ham
11,0,0,1,ham
72,0,0,4,ham
47,0,0,2,ham
50,0,1,1,ham
50,0,1,1,ham
22,0,0,1,ham
37,0,1,1,ham
28,0,0,1,ham
74,0,0,3,ham
119,0,0,2,ham
72,0,0,2,ham
54,0,0,2,ham
64,0,0,2,ham
93,0,0,2,ham
28,0,0,1,ham
36,0,0,2,ham
26,0,0,1,ham
32,0,0,1,ham
150,0,0,3,ham
69,0,0,1,ham
31,0,0,1,ham
73,0,1,1,ham
43,0,0,1,ham
53,0,1,1,ham
81,0,0,1,ham
41,0,0,1,ham
30,0,0,1,ham
116,0,0,2,ham
66,0,1,2,ham
57,0,0,1,ham
19,0,0,1,ham
70,0,0,1,ham
55,0,0,2,ham
97,0,0,2,ham
84,0,0,1,ham
82,0,0,1,ham
17,0,0,1,ham
77,0,0,2,ham
59,0,0,1,ham
64,0,0,1,ham
110,0,0,3,ham
35,0,0,1,ham
43,0,0,1,ham
46,0,0,1,ham
42,0,0,1,ham
76,0,0,2,ham
27,0,0,1,ham
90,0,0,3,ham
78,0,1,1,ham
35,0,0,1,ham
38,0,0,1,ham
33,0,0,1,ham
126,1,2,2,ham
73,0,2,2,ham
38,0,1,1,ham
31,0,0,1,ham
35,0,0,1,ham
82,0,0,1,ham
18,0,0,1,ham
20,0,0,1,ham
51,0,0,1,ham
84,0,0,2,ham
51,0,2,2,ham
37,0,1,1,ham
63,0,1,2,ham
56,0,3,1,ham
60,0,1,1,ham
26,0,0,1,ham
55,0,1,1,ham
43,0,0,1,ham
22,0,0,1,ham
76,0,0,1,ham
30,0,0,1,ham
110,0,1,3,ham
18,0,0,1,ham
34,0,1,1,ham
11,0,0,1,ham
91,0,1,3,ham
101,0,1,4,ham
45,0,0,1,ham
58,0,1,2,ham
9,0,0,1,ham
85,0,1,2,ham
14,0,0,1,ham
67,0,2,3,ham
51,0,1,1,ham
16,0,0,1,ham
20,0,0,1,ham
34,0,2,1,ham
33,0,0,1,ham
32,0,0,1,ham
23,0,0,1,ham
8,0,0,1,ham
38,0,0,1,ham
17,0,0,1,ham
20,0,0,1,ham
43,0,1,1,ham
42,0,1,1,ham
25,0,0,1,ham
54,0,1,1,ham
55,0,1,1,ham
40,0,2,1,ham
14,0,0,1,ham
40,0,0,1,ham
51,0,0,1,ham
67,0,0,1,ham
25,0,0,1,ham
32,0,0,1,ham
33,0,0,1,ham
51,0,0,1,ham
89,0,1,2,ham
76,0,1,1,ham
89,0,0,2,ham
57,0,0,1,ham
24,0,0,1,ham
153,0,1,2,ham
51,0,0,2,ham
14,0,0,1,ham
35,0,1,1,ham
33,0,1,1,ham
30,0,0,1,ham
84,0,0,2,ham
24,0,0,1,ham
26,0,0,1,ham
109,0,1,3,ham
23,0,0,1,ham
24,0,0,1,ham
35,0,1,1,ham
27,0,1,1,ham
88,0,1,1,ham
73,0,1,2,ham
43,0,0,1,ham
26,0,0,1,ham
43,0,0,1,ham
89,0,0,2,ham
49,0,1,1,ham
25,0,0,1,ham
33,0,0,1,ham
104,0,0,3,ham
116,0,2,3,ham
72,0,1,1,ham
67,0,0,1,ham
24,0,1,1,ham
50,0,1,1,ham
76,0,0,2,ham
32,0,0,1,ham
34,0,1,1,ham
81,0,1,1,ham
39,0,0,1,ham
53,0,0,1,ham
112,0,2,2,ham
39,0,0,1,ham
25,0,0,1,ham
37,0,1,1,ham
31,0,1,1,ham
24,0,0,1,ham
61,0,0,1,ham
19,0,0,1,ham
41,0,0,1,ham
36,0,0,1,ham
73,0,1,1,ham
62,0,0,2,ham
36,0,0,1,ham
24,0,0,1,ham
101,0,1,2,ham
68,0,0,1,ham
74,0,0,1,ham
52,0,0,1,ham
25,0,0,1,ham
87,0,1,2,ham
156,0,1,5,ham
77,0,1,2,ham
46,0,0,1,ham
121,0,0,3,ham
39,0,1,1,ham
28,0,0,1,ham
26,0,0,1,ham
59,0,0,1,ham
68,0,0,1,ham
30,0,0,1,ham
33,0,0,1,ham
30,0,0,1,ham
70,0,0,1,ham
57,0,0,1,ham
32,0,0,1,ham
54,0,0,2,ham
33,0,0,1,ham
34,0,0,1,ham
59,0,0,3,ham
40,0,0,1,ham
23,0,0,1,ham
43,0,1,1,ham
27,0,0,1,ham
20,0,0,1,ham
60,0,0,1,ham
39,0,0,1,ham
89,0,2,1,ham
44,0,0,1,ham
32,0,0,1,ham
36,0,0,2,ham
82,0,0,2,ham
32,0,0,1,ham
90,0,0,2,ham
58,0,0,1,ham
69,0,3,2,ham
27,0,0,1,ham
47,0,0,1,ham
27,0,0,1,ham
49,0,0,2,ham
55,0,0,1,ham
65,0,0,1,ham
164,0,0,2,ham
92,0,1,1,ham
37,0,0,1,ham
40,0,1,1,ham
8,0,0,1,ham
16,0,0,1,ham
22,0,0,1,ham
7,0,0,1,ham
36,0,0,1,ham
27,0,1,1,ham
40,0,0,1,ham
70,0,1,2,ham
12,0,0,1,ham
41,0,1,1,ham
48,0,0,1,ham
26,0,0,1,ham
12,0,0,1,ham
45,0,1,1,ham
60,0,0,1,ham
24,0,0,1,ham
46,0,0,1,ham
32,0,0,1,ham
61,0,1,1,ham
87,0,2,2,ham
86,0,0,2,ham
29,0,1,1,ham
28,0,0,1,ham
32,0,1,1,ham
37,0,1,1,ham
28,0,0,1,ham
25,0,0,1,ham
79,0,1,1,ham
64,0,0,1,ham
26,0,0,1,ham
61,0,1,1,ham
7,0,0,1,ham
52,0,0,2,ham
47,0,0,1,ham
44,0,0,1,ham
36,0,1,1,ham
90,0,1,2,ham
107,0,1,1,ham
115,0,0,2,ham
13,0,0,1,ham
42,0,0,1,ham
130,0,0,2,ham
60,0,2,2,ham
128,0,1,2,ham
73,0,0,2,ham
51,0,1,1,ham
38,0,0,1,ham
20,0,0,1,ham
29,0,0,1,ham
120,0,1,2,ham
58,0,0,1,ham
82,0,2,2,ham
40,0,0,1,ham
20,0,0,1,ham
154,0,0,2,ham
13,0,0,1,ham
79,0,1,2,ham
165,0,2,4,ham
71,0,0,1,ham
89,0,0,3,ham
39,0,1,1,ham
26,0,0,1,ham
24,0,1,1,ham
18,0,0,1,ham
46,0,0,1,ham
22,0,0,1,ham
9,0,0,1,ham
100,0,1,1,ham
165,0,3,5,ham
45,0,1,1,ham
31,0,0,1,ham
39,0,1,1,ham
45,0,1,1,ham
54,0,2,1,ham
50,0,0,1,ham
10,0,0,1,ham
41,0,2,1,ham
72,0,1,1,ham
54,0,1,1,ham
58,0,2,1,ham
10,0,0,1,ham
21,0,0,1,ham
25,0,1,1,ham
66,0,0,2,ham
14,0,0,1,ham
59,0,0,1,ham
26,0,0,1,ham
10,0,0,1,ham
14,0,0,1,ham
30,0,1,1,ham
32,0,0,1,ham
36,0,1,1,ham
32,0,0,1,ham
36,0,1,2,ham
56,0,1,2,ham
142,0,0,3,ham
59,0,0,1,ham
101,0,2,2,ham
58,0,0,1,ham
39,0,0,2,ham
152,0,2,2,ham
63,0,0,1,ham
92,0,2,3,ham
30,0,0,1,ham
91,0,0,2,ham
104,0,0,3,ham
42,0,0,1,ham
47,0,0,1,ham
163,0,1,3,ham
64,0,2,2,ham
47,0,0,1,ham
16,0,0,1,ham
30,0,0,1,ham
36,0,0,1,ham
49,0,0,2,ham
69,0,1,1,ham
24,0,0,1,ham
19,0,0,1,ham
59,0,0,1,ham
26,0,0,1,ham
42,0,0,1,ham
68,0,0,1,ham
108,0,1,2,ham
12,0,0,1,ham
26,0,0,1,ham
68,0,0,1,ham
124,0,0,2,ham
156,0,0,3,ham
145,0,1,3,ham
79,0,1,2,ham
82,0,1,1,ham
43,0,0,1,ham
34,0,0,1,ham
79,0,0,1,ham
126,0,0,2,ham
34,0,0,1,ham
66,0,0,2,ham
52,0,0,1,ham
63,0,1,1,ham
104,0,3,1,ham
10,0,0,1,ham
16,0,0,1,ham
9,0,0,1,ham
109,0,0,1,ham
78,0,0,3,ham
146,0,1,3,ham
103,0,1,1,ham
101,0,1,2,ham
100,0,0,1,ham
13,0,0,1,ham
18,0,0,1,ham
79,0,0,1,ham
41,0,3,1,ham
39,0,0,2,ham
115,0,1,2,ham
21,0,0,1,ham
15,0,0,1,ham
26,0,0,1,ham
51,0,0,1,ham
46,0,0,1,ham
59,0,0,1,ham
22,0,0,1,ham
14,0,0,1,ham
30,0,0,1,ham
134,0,0,2,ham
77,0,0,2,ham
85,0,1,2,ham
71,0,0,1,ham
22,0,0,1,ham
61,0,0,1,ham
87,0,0,2,ham
10,0,0,1,ham
75,0,0,1,ham
52,0,1,2,ham
90,0,0,2,ham
101,0,1,2,ham
54,0,0,2,ham
127,0,1,2,ham
109,0,1,3,ham
63,0,0,2,ham
30,0,1,1,ham
81,0,0,1,ham
53,0,0,1,ham
32,0,0,1,ham
67,0,1,3,ham
63,0,0,1,ham
86,0,1,2,ham
22,0,0,1,ham
22,0,0,1,ham
22,0,1,1,ham
136,0,1,2,ham
75,0,0,1,ham
37,0,1,1,ham
19,0,0,1,ham
52,0,0,2,ham
55,0,0,2,ham
73,0,0,1,ham
49,0,2,1,ham
75,0,0,1,ham
79,0,1,2,ham
43,0,0,1,ham
73,0,0,1,ham
82,0,1,1,ham
27,0,1,1,ham
8,0,0,1,ham
80,0,0,1,ham
56,0,0,1,ham
89,0,0,2,ham
33,0,0,1,ham
45,0,0,2,ham
46,0,1,1,ham
121,0,1,2,ham
29,0,0,1,ham
7,0,0,1,ham
73,0,1,2,ham
96,0,0,1,ham
100,0,1,3,ham
158,0,2,3,ham
16,0,0,1,ham
94,0,1,2,ham
34,0,0,1,ham
65,0,0,1,ham
94,0,1,3,ham
30,0,0,1,ham
65,0,0,1,ham
93,0,1,1,ham
84,0,2,1,ham
34,0,0,1,ham
58,0,0,1,ham
19,0,0,1,ham
40,0,0,1,ham
82,0,1,2,ham
17,0,0,1,ham
9,0,0,1,ham
51,0,0,2,ham
57,0,0,1,ham
38,0,0,1,ham
12,0,0,1,ham
28,0,0,1,ham
18,0,0,1,ham
47,0,0,1,ham
82,0,0,2,ham
28,0,0,1,ham
59,0,0,2,ham
32,0,1,1,ham
23,0,0,1,ham
50,0,0,1,ham
35,0,0,1,ham
57,0,1,1,ham
53,0,0,1,ham
96,0,1,1,ham
30,0,0,1,ham
13,0,0,1,ham
19,0,0,1,ham
160,0,1,2,ham
15,0,0,1,ham
49,0,2,1,ham
25,0,0,1,ham
93,0,0,2,ham
36,0,0,1,ham
19,0,0,1,ham
64,0,0,1,ham
33,0,0,1,ham
41,0,0,1,ham
36,0,0,1,ham
58,0,0,2,ham
50,0,1,1,ham
64,0,1,2,ham
41,0,1,1,ham
74,0,1,1,ham
42,0,0,1,ham
68,0,0,2,ham
49,0,2,1,ham
52,0,0,1,ham
33,0,0,1,ham
43,0,0,1,ham
42,0,0,1,ham
62,0,1,1,ham
78,0,1,1,ham
66,0,1,1,ham
138,0,2,1,ham
53,0,0,1,ham
69,0,1,1,ham
41,0,0,1,ham
59,0,1,2,ham
93,0,1,2,ham
112,0,1,1,ham
27,0,1,1,ham
77,0,2,1,ham
42,0,1,1,ham
128,0,2,2,ham
54,0,0,1,ham
12,0,0,1,ham
109,0,1,2,ham
31,0,0,1,ham
34,0,0,1,ham
27,0,0,1,ham
55,0,1,1,ham
87,0,4,3,ham
20,0,0,1,ham
33,0,0,1,ham
29,0,0,1,ham
7,0,0,1,ham
12,0,0,1,ham
8,0,0,1,ham
38,0,0,1,ham
36,0,1,1,ham
43,0,0,1,ham
52,0,0,1,ham
12,0,0,1,ham
83,0,2,1,ham
40,0,1,1,ham
30,0,1,1,ham
155,0,3,4,ham
162,0,2,2,ham
114,0,6,1,ham
163,0,2,2,ham
20,0,0,1,ham
51,0,1,1,ham
10,0,0,1,ham
30,0,1,1,ham
122,0,1,1,ham
44,0,0,1,ham
62,0,1,1,ham
8,0,0,1,ham
152,0,1,3,ham
56,0,0,1,ham
96,0,2,2,ham
8,0,0,1,ham
90,0,0,2,ham
30,0,0,1,ham
36,0,1,2,ham
43,0,1,2,ham
9,0,0,1,ham
57,0,0,2,ham
87,0,2,2,ham
18,0,0,1,ham
29,0,0,1,ham
82,0,0,2,ham
74,0,2,1,ham
55,0,0,1,ham
66,0,0,1,ham
53,0,0,1,ham
10,0,0,1,ham
30,0,0,1,ham
42,0,0,1,ham
69,0,1,1,ham
23,0,0,1,ham
10,0,0,1,ham
33,0,0,1,ham
47,0,0,1,ham
26,0,0,1,ham
39,0,1,1,ham
65,0,1,1,ham
23,0,0,1,ham
48,0,0,1,ham
26,0,0,1,ham
19,0,0,1,ham
59,0,0,2,ham
139,0,4,3,ham
139,0,2,3,ham
30,0,0,1,ham
41,0,0,1,ham
26,0,0,1,ham
35,0,0,1,ham
82,0,0,3,ham
139,0,2,3,ham
85,0,1,2,ham
14,0,0,1,ham
38,0,0,1,ham
32,0,0,1,ham
91,0,0,1,ham
56,0,0,1,ham
116,0,2,3,ham
17,0,1,1,ham
102,0,1,2,ham
35,0,0,1,ham
37,0,0,1,ham
52,0,0,1,ham
70,0,1,2,ham
27,0,0,1,ham
51,0,2,1,ham
48,0,0,2,ham
33,0,0,1,ham
46,0,0,1,ham
77,0,1,2,ham
57,0,0,1,ham
30,0,0,1,ham
30,0,0,1,ham
45,0,0,1,ham
45,0,0,1,ham
127,0,2,1,ham
39,0,1,1,ham
53,0,1,1,ham
71,0,1,1,ham
14,0,0,1,ham
44,0,0,2,ham
45,0,0,1,ham
89,0,0,2,ham
155,0,2,3,ham
45,0,0,1,ham
37,0,0,1,ham
177,1,9,1,spam
167,0,11,2,spam
156,1,4,2,spam
152,1,9,1,spam
164,1,5,2,spam
163,0,4,3,spam
162,1,4,1,spam
161,0,8,3,spam
164,1,10,1,spam
155,0,8,3,spam
164,1,11,1,spam
164,1,6,1,spam
159,1,11,1,spam
164,1,4,1,spam
161,1,8,1,spam
152,2,11,1,spam
164,0,8,2,spam
163,1,4,2,spam
159,0,6,2,spam
159,0,6,1,spam
163,0,9,2,spam
166,0,7,1,spam
112,0,2,1,spam
166,2,8,1,spam
162,2,7,1,spam
165,2,10,3,spam
167,0,7,1,spam
158,1,2,2,spam
162,1,5,1,spam
158,1,2,2,spam
136,0,0,4,spam
161,0,8,2,spam
153,0,4,2,spam
164,0,7,3,spam
155,0,3,2,spam
167,0,10,1,spam
159,0,6,2,spam
165,2,8,1,spam
120,0,4,2,spam
168,0,8,2,spam
156,0,6,3,spam
162,0,9,1,spam
163,0,4,3,spam
162,1,8,1,spam
165,1,5,1,spam
175,1,7,1,spam
163,1,5,1,spam
152,1,6,2,spam
168,0,6,3,spam
160,0,5,2,spam
154,1,5,1,spam
169,0,3,1,spam
156,0,9,1,spam
168,0,6,2,spam
151,2,8,2,spam
160,0,6,2,spam
168,2,5,1,spam
155,0,2,2,spam
157,0,6,3,spam
159,0,9,2,spam
171,1,4,2,spam
160,0,2,2,spam
169,0,2,2,spam
160,0,0,2,spam
169,0,2,2,spam
107,0,1,1,spam
172,3,10,2,spam
156,0,2,3,spam
172,0,7,3,spam
166,0,6,2,spam
145,0,9,2,spam
163,0,4,2,spam
55,0,4,1,spam
159,0,6,2,spam
161,1,4,2,spam
161,0,3,2,spam
162,0,6,1,spam
151,0,5,2,spam
141,1,2,2,spam
161,2,3,2,spam
164,0,2,3,spam
80,0,3,1,spam
165,0,2,3,spam
163,1,5,1,spam
187,0,6,2,spam
161,2,8,2,spam
142,0,9,3,spam
154,2,8,1,spam
142,0,5,2,spam
128,1,5,2,spam
126,1,4,2,spam
152,1,5,1,spam
51,2,2,2,spam
159,0,2,1,spam
143,1,3,1,spam
169,0,4,1,spam
142,1,3,1,spam
150,0,5,1,spam
143,0,4,2,spam
151,0,7,1,spam
131,1,3,1,spam
165,0,3,2,spam
164,2,6,1,spam
160,2,7,3,spam
154,0,3,4,spam
139,1,8,1,spam
166,0,7,2,spam
147,0,5,1,spam
165,2,7,1,spam
164,1,9,2,spam
125,1,5,2,spam
165,0,6,2,spam
132,1,6,2,spam
148,0,4,3,spam
56,0,2,1,spam
229,1,6,3,spam
134,0,7,1,spam
138,0,1,2,spam
142,0,3,1,spam
158,2,7,1,spam
161,0,3,2,spam
152,0,2,3,spam
149,0,4,3,spam
164,1,4,1,spam
139,1,2,2,spam
149,1,5,1,spam
153,0,4,2,spam
160,2,5,1,spam
167,0,1,2,spam
165,0,1,2,spam
165,0,4,2,spam
169,0,5,1,spam
161,0,6,3,spam
163,1,4,1,spam
148,1,9,1,spam
77,0,2,2,spam
80,0,0,1,spam
80,0,4,1,spam
76,0,0,2,spam
72,0,1,1,spam
90,0,0,2,spam
74,0,4,2,spam
166,0,2,2,spam
161,1,3,2,spam
116,0,6,1,spam
171,0,5,3,spam
169,0,4,2,spam
163,0,6,3,spam
136,0,5,2,spam
138,0,2,1,spam
155,0,6,3,spam
168,0,1,2,spam
203,0,4,3,spam
151,0,3,3,spam
117,0,3,1,spam
164,0,6,1,spam
141,2,5,3,spam
111,0,1,2,spam
129,2,6,1,spam
134,0,5,2,spam
140,0,5,1,spam
164,0,6,3,spam
87,0,1,1,spam
152,2,6,2,spam
87,0,1,1,spam
165,0,4,1,spam
166,0,4,2,spam
164,0,2,2,spam
140,0,2,2,spam
162,1,5,2,spam
